10.0	4.6021159035737955e-28
20.0	2.6174415187377316e-28
30.0	1.88154141978466e-28
40.0	1.4912361843823386e-28
50.0	1.247467777617042e-28
60.0	1.0800217177580536e-28
70.0	9.575728205262648e-29
80.0	8.639639877236698e-29
90.0	7.899892768907038e-29
100.0	7.300065863534361e-29
110.0	6.803593441488898e-29
120.0	6.385705937734087e-29
130.0	6.029010611613986e-29
140.0	5.720925329995281e-29
150.0	5.452116598666136e-29
160.0	5.215510620905622e-29
170.0	5.005645817903313e-29
180.0	4.818236494818213e-29
190.0	4.6498713130371357e-29
200.0	4.497800266612419e-29
210.0	4.35978121142252e-29
220.0	4.233967351219819e-29
230.0	4.1188234470674355e-29
240.0	4.013062527852278e-29
250.0	3.915597467745404e-29
260.0	3.825503501797496e-29
270.0	3.7419888960062024e-29
280.0	3.6643717706080773e-29
290.0	3.5920616184707464e-29
300.0	3.5245444430090383e-29
310.0	3.4613707131420476e-29
320.0	3.402145530203407e-29
330.0	3.3465205460532665e-29
340.0	3.2941872783197864e-29
350.0	3.244871548338901e-29
360.0	3.198328827377145e-29
370.0	3.15434032234806e-29
380.0	3.112709667206502e-29
390.0	3.073260113222567e-29
400.0	3.0358321323616063e-29
410.0	3.0002813644714306e-29
420.0	2.966476851972037e-29
430.0	2.9342995160557725e-29
440.0	2.903640836638731e-29
450.0	2.87440170491333e-29
460.0	2.84649142268623e-29
470.0	2.8198268270126025e-29
480.0	2.7943315221645985e-29
490.0	2.7699352038598744e-29
500.0	2.7465730630512866e-29
510.0	2.724185258540831e-29
520.0	2.702716449307797e-29
530.0	2.682115378795615e-29
540.0	2.662334504533674e-29
550.0	2.643329667419428e-29
560.0	2.625059795784808e-29
570.0	2.6074866400451315e-29
580.0	2.5905745342997324e-29
590.0	2.5742901817386035e-29
600.0	2.558602461122633e-29
610.0	2.5434822519581345e-29
620.0	2.5289022762889017e-29
630.0	2.514836955288927e-29
640.0	2.5012622790627473e-29
650.0	2.4881556882536074e-29
660.0	2.4754959662268912e-29
670.0	2.463263140741329e-29
680.0	2.4514383941466062e-29
690.0	2.4400039812558592e-29
700.0	2.4289431541375418e-29
710.0	2.418240093154986e-29
720.0	2.4078798436556535e-29
730.0	2.397848257776612e-29
740.0	2.3881319408896955e-29
750.0	2.3787182022598964e-29
760.0	2.3695950095348197e-29
770.0	2.3607509467221857e-29
780.0	2.3521751753470566e-29
790.0	2.3438573985112596e-29
800.0	2.3357878276048633e-29
810.0	2.3279571514439124e-29
820.0	2.3203565076303704e-29
830.0	2.3129774559496222e-29
840.0	2.3058119536382186e-29
850.0	2.2988523323701053e-29
860.0	2.292091276823483e-29
870.0	2.2855218047029822e-29
880.0	2.2791372481030317e-29
890.0	2.272931236108468e-29
900.0	2.266897678537533e-29
910.0	2.261030750740617e-29
920.0	2.2553248793755703e-29
930.0	2.2497747290871158e-29
940.0	2.244375190023975e-29
950.0	2.2391213661328392e-29
960.0	2.2340085641733485e-29
970.0	2.229032283402744e-29
980.0	2.2241882058830343e-29
990.0	2.2194721873672566e-29
1000.0	2.2148802487248554e-29
1010.0	2.210408567869313e-29
1020.0	2.2060534721540361e-29
1030.0	2.2018114312051062e-29
1040.0	2.1976790501618683e-29
1050.0	2.1936530632985536e-29
1060.0	2.1897303280020835e-29
1070.0	2.1859078190830803e-29
1080.0	2.1821826233987538e-29
1090.0	2.1785519347679125e-29
1100.0	2.175013049159739e-29
1110.0	2.1715633601392943e-29
1120.0	2.1682003545539034e-29
1130.0	2.164921608445713e-29
1140.0	2.1617247831766663e-29
